disco_name,feeder_id,month,season,peak_load_kw,average_load_kw,load_growth_rate_pct,transformer_capacity_kva,transformer_loading_ratio_pct,feeder_capacity_kw,voltage_deviation_pct,technical_losses_pct,power_factor,connected_customers,network_type,solar_irradiance_index,proposed_dg_kw,dg_type,coincidence_factor,available_capacity_kw,hosting_capacity_kw,voltage_rise_risk_pct,thermal_overload_risk_pct,reverse_power_flow_flag,constraint_flag
KEDCO,FDR_000,2020-01,Dry,2539.615139989521,1806.8299862562594,2.284043529063147,3199.876853885772,79.36602738025803,4708.280698525708,2.3384694741626015,12.497988950401423,0.9595539605326775,1010,Meshed,0.7836995567863468,333.70861113902185,Solar,0.3857200907531645,2168.6655585361873,1941.5337150950481,2.0450965741484946,-38.97297261762114,0,0
KEDCO,FDR_000,2020-02,Dry,2551.7888979514787,1535.58126857319,2.284043529063147,3097.456941650088,82.3833533773703,4708.280698525708,3.3966280425818254,6.815457910795387,0.9051256215866248,6354,Meshed,0.8099098641033556,399.86097171525546,Solar,0.32799939792816923,2156.4918005742297,2139.512998045614,3.3820839062986567,-37.309390440740366,0,0
KEDCO,FDR_000,2020-03,Dry,2680.776764852622,2064.4042195116226,2.284043529063147,3941.544874181209,68.01335137430115,4708.280698525708,2.095797513321285,8.078044430599341,0.8409743292244221,10565,Radial,0.6053059844639466,942.2017556848527,Wind,0.6379729307073236,2027.5039336730865,1653.6827960718215,4.601126755803099,-23.050923415166636,0,0
KEDCO,FDR_000,2020-04,Rainy,2341.7885762378887,1634.0184616006488,2.284043529063147,3066.201324621688,76.37426014506147,4708.280698525708,2.1878797547333515,13.580562971354986,0.8764582026728602,6532,Meshed,0.602144564127061,425.1558744912447,Wind,0.4247649977209133,2366.4921222878197,2059.5819916833407,2.729168657866217,-41.23238124703272,0,0
KEDCO,FDR_000,2020-05,Rainy,2423.09988260258,1799.420611414816,2.284043529063147,3664.9399197174807,66.11567817431968,4708.280698525708,5.520506993983089,14.687297765377242,0.9031958221067364,4863,Radial,0.6844688097397396,844.5338486781513,Solar,0.7483920660824286,2285.1808159231286,1969.614803378241,4.616838759196388,-30.59815375272939,0,0
KEDCO,FDR_000,2020-06,Rainy,2271.2849724297967,1603.1873385661033,2.284043529063147,3263.675041789217,69.59286520096158,4708.280698525708,6.741053243187234,11.453639773029103,0.9574711493472693,10115,Meshed,0.4173952698872152,14.079822715084456,Wind,0.4193054424532831,2436.995726095912,2225.9581978594924,0.08796363056514747,-51.460736063155885,0,0
KEDCO,FDR_000,2020-07,Rainy,2494.17536940966,1555.9976122815185,2.284043529063147,3547.9418939878656,70.29921695268301,4708.280698525708,5.367460555086207,9.446341872784108,0.9651910562161476,12884,Ring,0.567536501065443,665.9223566174967,Solar,0.6547786726246363,2214.1053291160483,1732.352626146319,5.320095089505204,-32.88212983952572,0,0
KEDCO,FDR_000,2020-08,Rainy,2401.2390338939,1465.0160987063712,2.284043529063147,3905.369723064688,61.4855750970886,4708.280698525708,4.8522213390926705,11.069480147787452,0.9182377346924416,2950,Radial,0.3443563283247325,439.3365018657701,Solar,0.42103152140123773,2307.0416646318085,2234.898346306029,3.638135102130213,-39.66851771074032,0,0
KEDCO,FDR_000,2020-09,Rainy,2378.9497366796822,1988.1201553594112,2.284043529063147,3709.5421903012934,64.13054804712873,4708.280698525708,2.6329655589816237,10.108811134346192,0.8371348743268617,6831,Ring,0.5779139732158818,880.4678390152577,Solar,0.674612428880276,2329.330961846026,1837.1202826281526,3.0722270702157854,-30.77265812304792,0,0
KEDCO,FDR_000,2020-10,Rainy,2342.395166845509,1614.0846835745576,2.284043529063147,4085.3645353955017,57.33625840609944,4708.280698525708,3.8286875489481744,7.481902678286476,0.8907952012938252,7787,Radial,0.4088528997538541,647.6901205413624,Solar,0.3003122261971895,2365.8855316801996,1906.3611390127535,4.277217389702953,-36.493053858850246,0,0
KEDCO,FDR_000,2020-11,Dry,2408.770662561532,1546.606028826434,2.284043529063147,3206.6964955493067,75.11688948127004,4708.280698525708,3.481256377031607,12.266738455558095,0.9210860002871551,3073,Meshed,0.8232408008069365,403.8361710580408,Solar,0.33893534826538896,2299.5100359641765,1784.8213379633305,3.0699946573885475,-40.2625498836491,0,0
KEDCO,FDR_000,2020-12,Dry,2785.9211083248747,1957.8318379214431,2.284043529063147,3398.3513706497965,81.97860681463848,4708.280698525708,4.68669898743855,10.97603780164195,0.9007584430594969,2131,Radial,0.7380284992106732,634.3513447013638,Solar,0.7084232709328602,1922.3595902008337,1651.8458695432778,4.004754164497333,-27.35623315540173,0,0
KEDCO,FDR_000,2021-01,Dry,2702.7570093793006,1939.4312896937208,2.284043529063147,4838.080683598768,55.86424010128075,4708.280698525708,5.049192660444312,12.262315261117937,0.9459209968183324,5563,Radial,0.7595297769778212,816.4318732193839,Wind,0.7790070749907307,2005.5236891464078,1494.5468638402756,4.897342725778728,-25.255329749123952,0,0
KEDCO,FDR_000,2021-02,Dry,2711.0964268382877,1862.9746341796354,2.284043529063147,3409.7620546116937,79.50984213609678,4708.280698525708,6.054140702235684,12.61694507316695,0.8355421755254113,8580,Radial,0.9762093057958416,397.57202108752233,Solar,0.610650810316488,1997.1842716874207,1899.9474245067101,2.6415979863082826,-33.974445302311324,0,0
KEDCO,FDR_000,2021-03,Dry,2391.5860193744834,2022.186631269409,2.284043529063147,3611.2507280518803,66.22597541613082,4708.280698525708,7.295818059136038,7.698363975072414,0.8474081299406709,10805,Ring,0.7043316699321636,996.2536997579243,Wind,0.8792516107732762,2316.694679151225,2009.7049174188148,3.2682687864083415,-28.045077682109465,0,0
KEDCO,FDR_000,2021-04,Rainy,2513.7458145524092,2066.1545812427307,2.284043529063147,4299.905673406637,58.46048740322418,4708.280698525708,4.233696599370458,14.461200982120006,0.965522852248404,4974,Radial,0.674253997688379,785.3406511139435,Solar,0.7013929528285372,2194.534883973299,1918.4755330009787,2.969996534812768,-29.930123607554094,0,0
KEDCO,FDR_000,2021-05,Rainy,2541.0320516697416,2156.35630263091,2.284043529063147,3317.4574854544294,76.59576838018371,4708.280698525708,6.465023138339374,12.488459318269165,0.8523703346149062,8595,Radial,0.30723014544620836,493.8937151834346,Solar,0.4072936255327973,2167.248646855967,1755.3427460498228,1.5880194525487494,-35.540679046525526,0,0
KEDCO,FDR_000,2021-06,Rainy,2443.9728771982955,1826.790814440962,2.284043529063147,4368.200009822297,55.94919810683574,4708.280698525708,5.870620172183389,12.020316536967897,0.9469084860622234,4222,Radial,0.494696861183782,906.098787718554,Solar,0.5606366193062572,2264.307821327413,1822.8210579154593,4.859931146156812,-28.847240013411934,0,0
KEDCO,FDR_000,2021-07,Rainy,2715.6219536802846,1658.9760121680717,2.284043529063147,4879.240265115462,55.65665567026596,4708.280698525708,7.718431082143719,8.976752742034623,0.8939700443620333,9012,Meshed,0.48797780559637716,279.5603417967586,Solar,0.8300964133597555,1992.6587448454238,1841.8456274393307,2.3103266850453514,-36.384797609562305,0,0
KEDCO,FDR_000,2021-08,Rainy,2481.7131665625166,1607.4745048494701,2.284043529063147,3377.822352216194,73.47080182989082,4708.280698525708,7.580101008864991,6.6337451776458956,0.8355161819946113,10396,Radial,0.49411194971052624,372.6868670940493,Solar,0.5368148800856833,2226.567531963192,2122.506543133598,2.788432693816452,-39.37489677388273,0,0
KEDCO,FDR_000,2021-09,Rainy,2481.0039294404287,1688.6647860442524,2.284043529063147,4240.536572931826,58.50683956547296,4708.280698525708,4.518685138677659,8.305862492350123,0.9039573308471657,2142,Radial,0.3546485325768115,708.9109969101186,Solar,0.6316919861447448,2227.2767690852797,1757.2167847831602,4.808537708410473,-32.248837089313795,0,0
KEDCO,FDR_000,2021-10,Rainy,2433.3146855500195,1503.1442051155889,2.284043529063147,3499.2775709090006,69.53762987478362,4708.280698525708,4.630844738108522,12.048235217656796,0.8557859534707044,3170,Meshed,0.3203074124157588,886.61714895066,Wind,0.3165700631242228,2274.966012975689,1987.5455980983081,7.198434479337322,-29.487385160781916,0,0
KEDCO,FDR_000,2021-11,Dry,2783.843026233631,1844.4709419345702,2.284043529063147,3405.477514250548,81.74604044761335,4708.280698525708,3.629257494918451,14.687266473516928,0.8777350774743339,12788,Radial,0.7213062058692892,537.0824271966554,Solar,0.49599074507762453,1924.4376722920774,1825.0610601879787,3.84920909466229,-29.46628151396838,0,0
KEDCO,FDR_000,2021-12,Dry,2705.372659166595,1716.797763884524,2.284043529063147,3461.9226925793073,78.14653588208684,4708.280698525708,4.6011244254844526,12.696383786992039,0.8426462896489324,3580,Radial,0.9878147468456636,714.595104179952,Solar,0.3246405100607255,2002.9080393591134,1641.6761044818475,5.546003897585498,-27.3627045129779,0,0
KEDCO,FDR_000,2022-01,Dry,2704.728212018331,1662.1863920936162,2.284043529063147,4730.916487904678,57.171337074610975,4708.280698525708,7.607683984038259,11.744435344590153,0.8878383637625163,10199,Radial,0.7769408918924418,239.78735915740324,Wind,0.356323974048775,2003.5524865073776,1512.4012275157631,1.9630609862575015,-37.46091705837031,0,0
KEDCO,FDR_000,2022-02,Dry,2375.157918512559,1761.2016917769768,2.284043529063147,3076.2757220322405,77.20887635336825,4708.280698525708,3.868479856347765,14.815594757593576,0.8298061458811876,1240,Ring,0.6480658591222569,341.8796667164016,Wind,0.35507943948806514,2333.1227800131496,1699.0898902772472,1.8769635696536409,-42.29236192141774,0,0
KEDCO,FDR_000,2022-03,Dry,2535.870947975438,1816.1107744148962,2.284043529063147,4031.6904603142034,62.898453463558035,4708.280698525708,2.0918272417423083,14.400926772715346,0.8851767802655941,8551,Radial,0.6192235696788134,949.1457315913859,Solar,0.8320082323788287,2172.4097505502705,1690.717180746368,5.721780801799445,-25.981119166109234,0,0
KEDCO,FDR_000,2022-04,Rainy,2853.92962437233,2386.0646760974987,2.284043529063147,4909.670385264826,58.128741858877156,4708.280698525708,2.771002119403461,13.300837590624027,0.9395087108764724,9763,Ring,0.5545614389784045,800.9492946823997,Solar,0.7063010054297891,1854.3510741533782,1617.0128887899132,2.788816419421257,-22.373385252940153,0,0
KEDCO,FDR_000,2022-05,Rainy,2472.1008786018474,1652.5754130494402,2.284043529063147,3284.812625143898,75.25850514817574,4708.280698525708,5.934335812284453,9.468569588690086,0.9158743237253743,5768,Radial,0.4509036332911903,38.963132310233625,Solar,0.6709523306027357,2236.179819923861,1791.1045970400492,0.27433914497110357,-46.667070812104214,0,0
KEDCO,FDR_000,2022-06,Rainy,2732.6096112472346,1877.5327550678492,2.284043529063147,4814.827778767401,56.75404680718995,4708.280698525708,4.540825653848711,11.116682553749625,0.8979071777938744,11243,Radial,0.31567453067025847,417.9460317155788,Solar,0.8805483309121485,1975.6710872784738,1707.753423007366,2.777700516964922,-33.08479581624481,0,0
KEDCO,FDR_000,2022-07,Rainy,2678.5267034707945,2187.764768941036,2.284043529063147,4117.217007383694,65.0567288211237,4708.280698525708,4.266373317057769,10.80894726177507,0.8844154024161233,6454,Radial,0.39543874391613604,679.8447799002458,Solar,0.7439452562684248,2029.753995054914,1565.8960311709864,2.6455885957482663,-28.670958712749684,0,0
KEDCO,FDR_000,2022-08,Rainy,2405.1769051828937,2019.4716108504635,2.284043529063147,4108.729761557114,58.53821119331506,4708.280698525708,4.95815394663083,6.749559700757337,0.8155897050339418,9434,Radial,0.4419620761850882,956.8008851264564,Solar,0.706061942654582,2303.1037933428147,1945.5614041867746,3.2588757067215046,-28.594363726825435,0,0
KEDCO,FDR_000,2022-09,Rainy,2882.1299678953305,2292.227170952527,2.284043529063147,3654.7677993362786,78.85945499516379,4708.280698525708,6.422213340746053,10.913241931484901,0.9199913522593781,14561,Radial,0.672371642274917,974.2482085344102,Wind,0.8975587452181975,1826.150730630378,1308.9142564218262,4.2352023340400775,-18.09370716496834,0,0
KEDCO,FDR_000,2022-10,Rainy,2845.5007564694897,2303.7748657755774,2.284043529063147,4142.06707650615,68.69760204051742,4708.280698525708,5.079957012154358,8.09905265182075,0.898821920928553,13083,Ring,0.3890305670284122,396.6516019542519,Solar,0.835138145266066,1862.7799420562187,1385.873715816343,1.6038647879818229,-31.13935710249926,0,0
KEDCO,FDR_000,2022-11,Dry,2872.547002325888,2148.585256998416,2.284043529063147,4050.6674276223544,70.91539983602172,4708.280698525708,3.492344926581728,8.972272761171887,0.8738568135630062,4551,Radial,0.8832724782332799,481.6669879641153,Solar,0.5267925540733527,1835.7336961998203,1673.3177252007765,2.5782973966309175,-28.759260437885537,0,0
KEDCO,FDR_000,2022-12,Dry,2789.230312139581,2208.508972185724,2.284043529063147,4724.047448561776,59.04323236610918,4708.280698525708,4.866289345281366,6.7460218952401885,0.8898229206205256,7108,Ring,0.8976846627773192,681.039427096909,Hybrid,0.44250388277548197,1919.0503863861272,1573.7496396322788,3.0115724637015235,-26.294332019687637,0,0
KEDCO,FDR_000,2023-01,Dry,2695.8591918568677,1834.9947815954251,2.284043529063147,3305.232470581141,81.5633761271524,4708.280698525708,2.4526072825386156,7.495938887183277,0.8368575481197036,5122,Meshed,0.9698573320894384,919.1157152786594,Solar,0.45179410079354465,2012.4215066688407,1828.5331447031535,6.233692769427637,-23.22091356474403,0,0
KEDCO,FDR_000,2023-02,Dry,2609.1595246743086,2046.2990466282024,2.284043529063147,4563.818179448448,57.170540588661964,4708.280698525708,4.013960388781779,7.52711913506009,0.9099642214836831,6435,Radial,0.9834809629631385,57.86389775770739,Solar,0.536713079164878,2099.1211738514,1536.612997228907,0.2651218126604692,-43.354621501918224,0,0
KEDCO,FDR_000,2023-03,Dry,2601.306109325239,1729.8359571854064,2.284043529063147,3828.9782415012364,67.93734373129628,4708.280698525708,3.6257458550907793,7.198666127013747,0.8129540645318578,14167,Radial,0.6129263804438602,279.7635071689457,Solar,0.5467240325233118,2106.9745892004694,1855.896044916386,1.990626463007551,-38.808456823818375,0,0
KEDCO,FDR_000,2023-04,Rainy,2905.861954282762,1803.6310439590584,2.284043529063147,5015.508700381366,57.937531920975594,4708.280698525708,4.882220491198128,14.867574455989539,0.8640456248894499,11494,Radial,0.520635149017628,164.83426113700094,Wind,0.5467530699512215,1802.4187442429466,1682.1626005012106,1.327953127458709,-34.780944212156214,0,0
KEDCO,FDR_000,2023-05,Rainy,2723.254775709379,1677.19258873688,2.284043529063147,3328.070926985406,81.82682507238887,4708.280698525708,5.206077650176779,12.749196745229746,0.9552381778837993,9192,Ring,0.3535408475202533,13.671964826997286,Wind,0.3452154362114774,1985.0259228163295,1801.4394488410987,0.11154184280856876,-41.86993266154707,0,0
